car_shop_db	public	users_pk	car_shop_db	public	users	PRIMARY KEY	NO	NO
car_shop_db	public	engine_pk	car_shop_db	public	engine	PRIMARY KEY	NO	NO
car_shop_db	public	manufacture_pk	car_shop_db	public	manufacture	PRIMARY KEY	NO	NO
car_shop_db	public	vehicle_type_pk	car_shop_db	public	vehicle_type	PRIMARY KEY	NO	NO
car_shop_db	public	model_pk	car_shop_db	public	model	PRIMARY KEY	NO	NO
car_shop_db	public	manufacture_fk	car_shop_db	public	model	FOREIGN KEY	NO	NO
car_shop_db	public	vehicle_type_fk	car_shop_db	public	model	FOREIGN KEY	NO	NO
car_shop_db	public	auto_pk	car_shop_db	public	auto	PRIMARY KEY	NO	NO
car_shop_db	public	model_fk	car_shop_db	public	auto	FOREIGN KEY	NO	NO
car_shop_db	public	engine_fr	car_shop_db	public	auto	FOREIGN KEY	NO	NO
car_shop_db	public	client_pk	car_shop_db	public	client	PRIMARY KEY	NO	NO
car_shop_db	public	order_pk	car_shop_db	public	orders	PRIMARY KEY	NO	NO
car_shop_db	public	auto_fk	car_shop_db	public	orders	FOREIGN KEY	NO	NO
car_shop_db	public	client_fk	car_shop_db	public	orders	FOREIGN KEY	NO	NO
car_shop_db	public	users_fk	car_shop_db	public	orders	FOREIGN KEY	NO	NO
car_shop_db	pg_catalog	11_1247_1_not_null	car_shop_db	pg_catalog	pg_type	CHECK	NO	NO
car_shop_db	pg_catalog	11_1247_2_not_null	car_shop_db	pg_catalog	pg_type	CHECK	NO	NO
car_shop_db	pg_catalog	11_1247_3_not_null	car_shop_db	pg_catalog	pg_type	CHECK	NO	NO
car_shop_db	pg_catalog	11_1247_4_not_null	car_shop_db	pg_catalog	pg_type	CHECK	NO	NO
car_shop_db	pg_catalog	11_1247_5_not_null	car_shop_db	pg_catalog	pg_type	CHECK	NO	NO
car_shop_db	pg_catalog	11_1247_6_not_null	car_shop_db	pg_catalog	pg_type	CHECK	NO	NO
