pg_catalog.stddev	float4_accum	float8_stddev_samp	0	1022	{0,0,0}
pg_catalog.stddev	float8_accum	float8_stddev_samp	0	1022	{0,0,0}
pg_catalog.stddev	numeric_accum	numeric_stddev_samp	0	1231	{0,0,0}
regr_count	int8inc_float8_float8	-	0	20	0
regr_sxx	float8_regr_accum	float8_regr_sxx	0	1022	{0,0,0,0,0,0}
regr_syy	float8_regr_accum	float8_regr_syy	0	1022	{0,0,0,0,0,0}
regr_sxy	float8_regr_accum	float8_regr_sxy	0	1022	{0,0,0,0,0,0}
regr_avgx	float8_regr_accum	float8_regr_avgx	0	1022	{0,0,0,0,0,0}
regr_avgy	float8_regr_accum	float8_regr_avgy	0	1022	{0,0,0,0,0,0}
regr_r2	float8_regr_accum	float8_regr_r2	0	1022	{0,0,0,0,0,0}
regr_slope	float8_regr_accum	float8_regr_slope	0	1022	{0,0,0,0,0,0}
regr_intercept	float8_regr_accum	float8_regr_intercept	0	1022	{0,0,0,0,0,0}
covar_pop	float8_regr_accum	float8_covar_pop	0	1022	{0,0,0,0,0,0}
covar_samp	float8_regr_accum	float8_covar_samp	0	1022	{0,0,0,0,0,0}
corr	float8_regr_accum	float8_corr	0	1022	{0,0,0,0,0,0}
bool_and	booland_statefunc	-	0	16	
bool_or	boolor_statefunc	-	0	16	
every	booland_statefunc	-	0	16	
pg_catalog.bit_and	int2and	-	0	21	
pg_catalog.bit_or	int2or	-	0	21	
pg_catalog.bit_and	int4and	-	0	23	
pg_catalog.bit_or	int4or	-	0	23	
pg_catalog.bit_and	int8and	-	0	20	
pg_catalog.bit_or	int8or	-	0	20	
pg_catalog.bit_and	bitand	-	0	1560	
pg_catalog.bit_or	bitor	-	0	1560	
xmlagg	xmlconcat2	-	0	142	
array_agg	array_agg_transfn	array_agg_finalfn	0	2281	
