simple	11	dsimple_init	dsimple_lexize
synonym	11	dsynonym_init	dsynonym_lexize
ispell	11	dispell_init	dispell_lexize
thesaurus	11	thesaurus_init	thesaurus_lexize
snowball	11	dsnowball_init	dsnowball_lexize
