1	template1	0	0	0	0	0	0	0	0	0	0
11563	template0	0	0	0	0	0	0	0	0	0	0
11564	postgres	0	22424	17	776	939983	6539357	272371	726	96	688
70514	procedures-db	0	0	0	0	0	0	0	0	0	0
108945	bank	0	0	0	0	0	0	0	0	0	0
108951	books	0	0	0	0	0	0	0	0	0	0
262857	irphase1_2018_08_06	0	0	0	0	0	0	0	0	0	0
275436	irlive-02-03-19	0	0	0	0	0	0	0	0	0	0
291384	bank-db	0	78447	22	733	864808	7056151	226964	130	25	67
299579	car_shop_db	1	65598	94	941	1838827	4915535	736817	1283	187	663
