btnamecmp	11	10	12	1	0	0	false	false	false	true	false	i	2	0	23	19 19					btnamecmp			
bttextcmp	11	10	12	1	0	0	false	false	false	true	false	i	2	0	23	25 25					bttextcmp			
cash_cmp	11	10	12	1	0	0	false	false	false	true	false	i	2	0	23	790 790					cash_cmp			
btreltimecmp	11	10	12	1	0	0	false	false	false	true	false	i	2	0	23	703 703					btreltimecmp			
bttintervalcmp	11	10	12	1	0	0	false	false	false	true	false	i	2	0	23	704 704					bttintervalcmp			
btarraycmp	11	10	12	1	0	0	false	false	false	true	false	i	2	0	23	2277 2277					btarraycmp			
lseg_distance	11	10	12	1	0	0	false	false	false	true	false	i	2	0	701	601 601					lseg_distance			
lseg_interpt	11	10	12	1	0	0	false	false	false	true	false	i	2	0	600	601 601					lseg_interpt			
dist_ps	11	10	12	1	0	0	false	false	false	true	false	i	2	0	701	600 601					dist_ps			
dist_pb	11	10	12	1	0	0	false	false	false	true	false	i	2	0	701	600 603					dist_pb			
dist_sb	11	10	12	1	0	0	false	false	false	true	false	i	2	0	701	601 603					dist_sb			
close_ps	11	10	12	1	0	0	false	false	false	true	false	i	2	0	600	600 601					close_ps			
close_pb	11	10	12	1	0	0	false	false	false	true	false	i	2	0	600	600 603					close_pb			
close_sb	11	10	12	1	0	0	false	false	false	true	false	i	2	0	600	601 603					close_sb			
