inet	11	10	-1	false	b	I	true	true	,	0	0	1041	inet_in	inet_out	inet_recv	inet_send	-	-	-	i	m	false	0	-1	0		
cidr	11	10	-1	false	b	I	false	true	,	0	0	651	cidr_in	cidr_out	cidr_recv	cidr_send	-	-	-	i	m	false	0	-1	0		
_bool	11	10	-1	false	b	A	false	true	,	0	16	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
_bytea	11	10	-1	false	b	A	false	true	,	0	17	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
_char	11	10	-1	false	b	A	false	true	,	0	18	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
_name	11	10	-1	false	b	A	false	true	,	0	19	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
_int2	11	10	-1	false	b	A	false	true	,	0	21	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
_int2vector	11	10	-1	false	b	A	false	true	,	0	22	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
_int4	11	10	-1	false	b	A	false	true	,	0	23	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
_regproc	11	10	-1	false	b	A	false	true	,	0	24	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
_text	11	10	-1	false	b	A	false	true	,	0	25	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
_oid	11	10	-1	false	b	A	false	true	,	0	26	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
_tid	11	10	-1	false	b	A	false	true	,	0	27	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
_xid	11	10	-1	false	b	A	false	true	,	0	28	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
_cid	11	10	-1	false	b	A	false	true	,	0	29	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
_oidvector	11	10	-1	false	b	A	false	true	,	0	30	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
_bpchar	11	10	-1	false	b	A	false	true	,	0	1042	0	array_in	array_out	array_recv	array_send	bpchartypmodin	bpchartypmodout	-	i	x	false	0	-1	0		
_varchar	11	10	-1	false	b	A	false	true	,	0	1043	0	array_in	array_out	array_recv	array_send	varchartypmodin	varchartypmodout	-	i	x	false	0	-1	0		
_int8	11	10	-1	false	b	A	false	true	,	0	20	0	array_in	array_out	array_recv	array_send	-	-	-	d	x	false	0	-1	0		
_point	11	10	-1	false	b	A	false	true	,	0	600	0	array_in	array_out	array_recv	array_send	-	-	-	d	x	false	0	-1	0		
_lseg	11	10	-1	false	b	A	false	true	,	0	601	0	array_in	array_out	array_recv	array_send	-	-	-	d	x	false	0	-1	0		
_path	11	10	-1	false	b	A	false	true	,	0	602	0	array_in	array_out	array_recv	array_send	-	-	-	d	x	false	0	-1	0		
_box	11	10	-1	false	b	A	false	true	;	0	603	0	array_in	array_out	array_recv	array_send	-	-	-	d	x	false	0	-1	0		
_float4	11	10	-1	false	b	A	false	true	,	0	700	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
_float8	11	10	-1	false	b	A	false	true	,	0	701	0	array_in	array_out	array_recv	array_send	-	-	-	d	x	false	0	-1	0		
_abstime	11	10	-1	false	b	A	false	true	,	0	702	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
_reltime	11	10	-1	false	b	A	false	true	,	0	703	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
_tinterval	11	10	-1	false	b	A	false	true	,	0	704	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
_polygon	11	10	-1	false	b	A	false	true	,	0	604	0	array_in	array_out	array_recv	array_send	-	-	-	d	x	false	0	-1	0		
aclitem	11	10	12	false	b	U	false	true	,	0	0	1034	aclitemin	aclitemout	-	-	-	-	-	i	p	false	0	-1	0		
_aclitem	11	10	-1	false	b	A	false	true	,	0	1033	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
_macaddr	11	10	-1	false	b	A	false	true	,	0	829	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
_inet	11	10	-1	false	b	A	false	true	,	0	869	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
_cidr	11	10	-1	false	b	A	false	true	,	0	650	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
_cstring	11	10	-1	false	b	A	false	true	,	0	2275	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
bpchar	11	10	-1	false	b	S	false	true	,	0	0	1014	bpcharin	bpcharout	bpcharrecv	bpcharsend	bpchartypmodin	bpchartypmodout	-	i	x	false	0	-1	0		
varchar	11	10	-1	false	b	S	false	true	,	0	0	1015	varcharin	varcharout	varcharrecv	varcharsend	varchartypmodin	varchartypmodout	-	i	x	false	0	-1	0		
date	11	10	4	true	b	D	false	true	,	0	0	1182	date_in	date_out	date_recv	date_send	-	-	-	i	p	false	0	-1	0		
time	11	10	8	false	b	D	false	true	,	0	0	1183	time_in	time_out	time_recv	time_send	timetypmodin	timetypmodout	-	d	p	false	0	-1	0		
timestamp	11	10	8	false	b	D	false	true	,	0	0	1115	timestamp_in	timestamp_out	timestamp_recv	timestamp_send	timestamptypmodin	timestamptypmodout	-	d	p	false	0	-1	0		
_timestamp	11	10	-1	false	b	A	false	true	,	0	1114	0	array_in	array_out	array_recv	array_send	timestamptypmodin	timestamptypmodout	-	d	x	false	0	-1	0		
_date	11	10	-1	false	b	A	false	true	,	0	1082	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
_time	11	10	-1	false	b	A	false	true	,	0	1083	0	array_in	array_out	array_recv	array_send	timetypmodin	timetypmodout	-	d	x	false	0	-1	0		
timestamptz	11	10	8	false	b	D	true	true	,	0	0	1185	timestamptz_in	timestamptz_out	timestamptz_recv	timestamptz_send	timestamptztypmodin	timestamptztypmodout	-	d	p	false	0	-1	0		
_timestamptz	11	10	-1	false	b	A	false	true	,	0	1184	0	array_in	array_out	array_recv	array_send	timestamptztypmodin	timestamptztypmodout	-	d	x	false	0	-1	0		
interval	11	10	16	false	b	T	true	true	,	0	0	1187	interval_in	interval_out	interval_recv	interval_send	intervaltypmodin	intervaltypmodout	-	d	p	false	0	-1	0		
_interval	11	10	-1	false	b	A	false	true	,	0	1186	0	array_in	array_out	array_recv	array_send	intervaltypmodin	intervaltypmodout	-	d	x	false	0	-1	0		
_numeric	11	10	-1	false	b	A	false	true	,	0	1700	0	array_in	array_out	array_recv	array_send	numerictypmodin	numerictypmodout	-	i	x	false	0	-1	0		
timetz	11	10	12	false	b	D	false	true	,	0	0	1270	timetz_in	timetz_out	timetz_recv	timetz_send	timetztypmodin	timetztypmodout	-	d	p	false	0	-1	0		
_timetz	11	10	-1	false	b	A	false	true	,	0	1266	0	array_in	array_out	array_recv	array_send	timetztypmodin	timetztypmodout	-	d	x	false	0	-1	0		
bit	11	10	-1	false	b	V	false	true	,	0	0	1561	bit_in	bit_out	bit_recv	bit_send	bittypmodin	bittypmodout	-	i	x	false	0	-1	0		
_bit	11	10	-1	false	b	A	false	true	,	0	1560	0	array_in	array_out	array_recv	array_send	bittypmodin	bittypmodout	-	i	x	false	0	-1	0		
varbit	11	10	-1	false	b	V	true	true	,	0	0	1563	varbit_in	varbit_out	varbit_recv	varbit_send	varbittypmodin	varbittypmodout	-	i	x	false	0	-1	0		
_varbit	11	10	-1	false	b	A	false	true	,	0	1562	0	array_in	array_out	array_recv	array_send	varbittypmodin	varbittypmodout	-	i	x	false	0	-1	0		
numeric	11	10	-1	false	b	N	false	true	,	0	0	1231	numeric_in	numeric_out	numeric_recv	numeric_send	numerictypmodin	numerictypmodout	-	i	m	false	0	-1	0		
refcursor	11	10	-1	false	b	U	false	true	,	0	0	2201	textin	textout	textrecv	textsend	-	-	-	i	x	false	0	-1	0		
_refcursor	11	10	-1	false	b	A	false	true	,	0	1790	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
regprocedure	11	10	4	true	b	N	false	true	,	0	0	2207	regprocedurein	regprocedureout	regprocedurerecv	regproceduresend	-	-	-	i	p	false	0	-1	0		
regoper	11	10	4	true	b	N	false	true	,	0	0	2208	regoperin	regoperout	regoperrecv	regopersend	-	-	-	i	p	false	0	-1	0		
regoperator	11	10	4	true	b	N	false	true	,	0	0	2209	regoperatorin	regoperatorout	regoperatorrecv	regoperatorsend	-	-	-	i	p	false	0	-1	0		
regclass	11	10	4	true	b	N	false	true	,	0	0	2210	regclassin	regclassout	regclassrecv	regclasssend	-	-	-	i	p	false	0	-1	0		
regtype	11	10	4	true	b	N	false	true	,	0	0	2211	regtypein	regtypeout	regtyperecv	regtypesend	-	-	-	i	p	false	0	-1	0		
_regprocedure	11	10	-1	false	b	A	false	true	,	0	2202	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
_regoper	11	10	-1	false	b	A	false	true	,	0	2203	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
_regoperator	11	10	-1	false	b	A	false	true	,	0	2204	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
_regclass	11	10	-1	false	b	A	false	true	,	0	2205	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
_regtype	11	10	-1	false	b	A	false	true	,	0	2206	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
uuid	11	10	16	false	b	U	false	true	,	0	0	2951	uuid_in	uuid_out	uuid_recv	uuid_send	-	-	-	c	p	false	0	-1	0		
_uuid	11	10	-1	false	b	A	false	true	,	0	2950	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
tsvector	11	10	-1	false	b	U	false	true	,	0	0	3643	tsvectorin	tsvectorout	tsvectorrecv	tsvectorsend	-	-	ts_typanalyze	i	x	false	0	-1	0		
gtsvector	11	10	-1	false	b	U	false	true	,	0	0	3644	gtsvectorin	gtsvectorout	-	-	-	-	-	i	p	false	0	-1	0		
tsquery	11	10	-1	false	b	U	false	true	,	0	0	3645	tsqueryin	tsqueryout	tsqueryrecv	tsquerysend	-	-	-	i	p	false	0	-1	0		
regconfig	11	10	4	true	b	N	false	true	,	0	0	3735	regconfigin	regconfigout	regconfigrecv	regconfigsend	-	-	-	i	p	false	0	-1	0		
regdictionary	11	10	4	true	b	N	false	true	,	0	0	3770	regdictionaryin	regdictionaryout	regdictionaryrecv	regdictionarysend	-	-	-	i	p	false	0	-1	0		
_tsvector	11	10	-1	false	b	A	false	true	,	0	3614	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
_gtsvector	11	10	-1	false	b	A	false	true	,	0	3642	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
_tsquery	11	10	-1	false	b	A	false	true	,	0	3615	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
_regconfig	11	10	-1	false	b	A	false	true	,	0	3734	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
_regdictionary	11	10	-1	false	b	A	false	true	,	0	3769	0	array_in	array_out	array_recv	array_send	-	-	-	i	x	false	0	-1	0		
txid_snapshot	11	10	-1	false	b	U	false	true	,	0	0	2949	txid_snapshot_in	txid_snapshot_out	txid_snapshot_recv	txid_snapshot_send	-	-	-	d	x	false	0	-1	0		
_txid_snapshot	11	10	-1	false	b	A	false	true	,	0	2970	0	array_in	array_out	array_recv	array_send	-	-	-	d	x	false	0	-1	0		
record	11	10	-1	false	p	P	false	true	,	0	0	2287	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
_record	11	10	-1	false	p	P	false	true	,	0	2249	0	array_in	array_out	array_recv	array_send	-	-	-	d	x	false	0	-1	0		
cstring	11	10	-2	false	p	P	false	true	,	0	0	1263	cstring_in	cstring_out	cstring_recv	cstring_send	-	-	-	c	p	false	0	-1	0		
any	11	10	4	true	p	P	false	true	,	0	0	0	any_in	any_out	-	-	-	-	-	i	p	false	0	-1	0		
anyarray	11	10	-1	false	p	P	false	true	,	0	0	0	anyarray_in	anyarray_out	anyarray_recv	anyarray_send	-	-	-	d	x	false	0	-1	0		
void	11	10	4	true	p	P	false	true	,	0	0	0	void_in	void_out	-	-	-	-	-	i	p	false	0	-1	0		
trigger	11	10	4	true	p	P	false	true	,	0	0	0	trigger_in	trigger_out	-	-	-	-	-	i	p	false	0	-1	0		
language_handler	11	10	4	true	p	P	false	true	,	0	0	0	language_handler_in	language_handler_out	-	-	-	-	-	i	p	false	0	-1	0		
internal	11	10	4	true	p	P	false	true	,	0	0	0	internal_in	internal_out	-	-	-	-	-	i	p	false	0	-1	0		
opaque	11	10	4	true	p	P	false	true	,	0	0	0	opaque_in	opaque_out	-	-	-	-	-	i	p	false	0	-1	0		
anyelement	11	10	4	true	p	P	false	true	,	0	0	0	anyelement_in	anyelement_out	-	-	-	-	-	i	p	false	0	-1	0		
anynonarray	11	10	4	true	p	P	false	true	,	0	0	0	anynonarray_in	anynonarray_out	-	-	-	-	-	i	p	false	0	-1	0		
anyenum	11	10	4	true	p	P	false	true	,	0	0	0	anyenum_in	anyenum_out	-	-	-	-	-	i	p	false	0	-1	0		
pg_attrdef	11	10	-1	false	c	C	false	true	,	2604	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_constraint	11	10	-1	false	c	C	false	true	,	2606	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_inherits	11	10	-1	false	c	C	false	true	,	2611	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_index	11	10	-1	false	c	C	false	true	,	2610	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_operator	11	10	-1	false	c	C	false	true	,	2617	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_opfamily	11	10	-1	false	c	C	false	true	,	2753	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_opclass	11	10	-1	false	c	C	false	true	,	2616	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_am	11	10	-1	false	c	C	false	true	,	2601	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_amop	11	10	-1	false	c	C	false	true	,	2602	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_amproc	11	10	-1	false	c	C	false	true	,	2603	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_language	11	10	-1	false	c	C	false	true	,	2612	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_largeobject	11	10	-1	false	c	C	false	true	,	2613	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_aggregate	11	10	-1	false	c	C	false	true	,	2600	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_statistic	11	10	-1	false	c	C	false	true	,	2619	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_rewrite	11	10	-1	false	c	C	false	true	,	2618	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_trigger	11	10	-1	false	c	C	false	true	,	2620	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_listener	11	10	-1	false	c	C	false	true	,	2614	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_description	11	10	-1	false	c	C	false	true	,	2609	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_cast	11	10	-1	false	c	C	false	true	,	2605	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_enum	11	10	-1	false	c	C	false	true	,	3501	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_namespace	11	10	-1	false	c	C	false	true	,	2615	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_conversion	11	10	-1	false	c	C	false	true	,	2607	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_depend	11	10	-1	false	c	C	false	true	,	2608	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_database	11	10	-1	false	c	C	false	true	,	1262	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_tablespace	11	10	-1	false	c	C	false	true	,	1213	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_pltemplate	11	10	-1	false	c	C	false	true	,	1136	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_authid	11	10	-1	false	c	C	false	true	,	1260	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_auth_members	11	10	-1	false	c	C	false	true	,	1261	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_shdepend	11	10	-1	false	c	C	false	true	,	1214	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_shdescription	11	10	-1	false	c	C	false	true	,	2396	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_ts_config	11	10	-1	false	c	C	false	true	,	3602	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_ts_config_map	11	10	-1	false	c	C	false	true	,	3603	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_ts_dict	11	10	-1	false	c	C	false	true	,	3600	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_ts_parser	11	10	-1	false	c	C	false	true	,	3601	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_ts_template	11	10	-1	false	c	C	false	true	,	3764	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_foreign_data_wrapper	11	10	-1	false	c	C	false	true	,	2328	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_foreign_server	11	10	-1	false	c	C	false	true	,	1417	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_user_mapping	11	10	-1	false	c	C	false	true	,	1418	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_toast_2604	99	10	-1	false	c	C	false	true	,	2830	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_toast_2606	99	10	-1	false	c	C	false	true	,	2832	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_toast_2609	99	10	-1	false	c	C	false	true	,	2834	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_toast_1255	99	10	-1	false	c	C	false	true	,	2836	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_toast_2618	99	10	-1	false	c	C	false	true	,	2838	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_toast_2619	99	10	-1	false	c	C	false	true	,	2840	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_toast_1260	99	10	-1	false	c	C	false	true	,	2842	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_toast_1262	99	10	-1	false	c	C	false	true	,	2844	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_toast_2396	99	10	-1	false	c	C	false	true	,	2846	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_roles	11	10	-1	false	c	C	false	true	,	10938	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_shadow	11	10	-1	false	c	C	false	true	,	10941	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_group	11	10	-1	false	c	C	false	true	,	10944	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_user	11	10	-1	false	c	C	false	true	,	10947	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_rules	11	10	-1	false	c	C	false	true	,	10950	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_views	11	10	-1	false	c	C	false	true	,	10954	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_tables	11	10	-1	false	c	C	false	true	,	10957	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_indexes	11	10	-1	false	c	C	false	true	,	10961	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_stats	11	10	-1	false	c	C	false	true	,	10965	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_locks	11	10	-1	false	c	C	false	true	,	10969	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_cursors	11	10	-1	false	c	C	false	true	,	10972	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_prepared_xacts	11	10	-1	false	c	C	false	true	,	10975	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_prepared_statements	11	10	-1	false	c	C	false	true	,	10979	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_settings	11	10	-1	false	c	C	false	true	,	10982	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_timezone_abbrevs	11	10	-1	false	c	C	false	true	,	10987	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
pg_timezone_names	11	10	-1	false	c	C	false	true	,	10990	0	0	record_in	record_out	record_recv	record_send	-	-	-	d	x	false	0	-1	0		
