1976	21	21	1	95	403
1976	21	21	2	522	403
1976	21	21	3	94	403
1976	21	21	4	524	403
1976	21	21	5	520	403
1976	21	23	1	534	403
1976	21	23	2	540	403
1976	21	23	3	532	403
1976	21	23	4	542	403
1976	21	23	5	536	403
1976	21	20	1	1864	403
1976	21	20	2	1866	403
1976	21	20	3	1862	403
1976	21	20	4	1867	403
1976	21	20	5	1865	403
1976	23	23	1	97	403
1976	23	23	2	523	403
1976	23	23	3	96	403
1976	23	23	4	525	403
1976	23	23	5	521	403
1976	23	21	1	535	403
1976	23	21	2	541	403
1976	23	21	3	533	403
1976	23	21	4	543	403
1976	23	21	5	537	403
1976	23	20	1	37	403
1976	23	20	2	80	403
1976	23	20	3	15	403
1976	23	20	4	82	403
1976	23	20	5	76	403
1976	20	20	1	412	403
1976	20	20	2	414	403
1976	20	20	3	410	403
1976	20	20	4	415	403
1976	20	20	5	413	403
1976	20	21	1	1870	403
1976	20	21	2	1872	403
1976	20	21	3	1868	403
1976	20	21	4	1873	403
1976	20	21	5	1871	403
1976	20	23	1	418	403
1976	20	23	2	420	403
1976	20	23	3	416	403
1976	20	23	4	430	403
1976	20	23	5	419	403
1989	26	26	1	609	403
1989	26	26	2	611	403
1989	26	26	3	607	403
1989	26	26	4	612	403
1989	26	26	5	610	403
2789	27	27	1	2799	403
2789	27	27	2	2801	403
2789	27	27	3	387	403
2789	27	27	4	2802	403
2789	27	27	5	2800	403
1991	30	30	1	645	403
1991	30	30	2	647	403
1991	30	30	3	649	403
1991	30	30	4	648	403
1991	30	30	5	646	403
1970	700	700	1	622	403
1970	700	700	2	624	403
1970	700	700	3	620	403
1970	700	700	4	625	403
1970	700	700	5	623	403
1970	700	701	1	1122	403
1970	700	701	2	1124	403
1970	700	701	3	1120	403
1970	700	701	4	1125	403
1970	700	701	5	1123	403
1970	701	701	1	672	403
1970	701	701	2	673	403
1970	701	701	3	670	403
1970	701	701	4	675	403
1970	701	701	5	674	403
1970	701	700	1	1132	403
1970	701	700	2	1134	403
1970	701	700	3	1130	403
1970	701	700	4	1135	403
1970	701	700	5	1133	403
429	18	18	1	631	403
429	18	18	2	632	403
429	18	18	3	92	403
429	18	18	4	634	403
429	18	18	5	633	403
1986	19	19	1	660	403
1986	19	19	2	661	403
1986	19	19	3	93	403
1986	19	19	4	663	403
1986	19	19	5	662	403
1994	25	25	1	664	403
1994	25	25	2	665	403
1994	25	25	3	98	403
1994	25	25	4	667	403
1994	25	25	5	666	403
426	1042	1042	1	1058	403
426	1042	1042	2	1059	403
426	1042	1042	3	1054	403
426	1042	1042	4	1061	403
426	1042	1042	5	1060	403
428	17	17	1	1957	403
428	17	17	2	1958	403
428	17	17	3	1955	403
428	17	17	4	1960	403
428	17	17	5	1959	403
421	702	702	1	562	403
421	702	702	2	564	403
421	702	702	3	560	403
421	702	702	4	565	403
421	702	702	5	563	403
434	1082	1082	1	1095	403
434	1082	1082	2	1096	403
434	1082	1082	3	1093	403
434	1082	1082	4	1098	403
434	1082	1082	5	1097	403
434	1082	1114	1	2345	403
434	1082	1114	2	2346	403
434	1082	1114	3	2347	403
434	1082	1114	4	2348	403
434	1082	1114	5	2349	403
434	1082	1184	1	2358	403
434	1082	1184	2	2359	403
434	1082	1184	3	2360	403
434	1082	1184	4	2361	403
434	1082	1184	5	2362	403
434	1114	1114	1	2062	403
434	1114	1114	2	2063	403
434	1114	1114	3	2060	403
434	1114	1114	4	2065	403
434	1114	1114	5	2064	403
434	1114	1082	1	2371	403
434	1114	1082	2	2372	403
434	1114	1082	3	2373	403
434	1114	1082	4	2374	403
434	1114	1082	5	2375	403
434	1114	1184	1	2534	403
434	1114	1184	2	2535	403
434	1114	1184	3	2536	403
434	1114	1184	4	2537	403
434	1114	1184	5	2538	403
434	1184	1184	1	1322	403
434	1184	1184	2	1323	403
434	1184	1184	3	1320	403
434	1184	1184	4	1325	403
434	1184	1184	5	1324	403
434	1184	1082	1	2384	403
434	1184	1082	2	2385	403
434	1184	1082	3	2386	403
434	1184	1082	4	2387	403
434	1184	1082	5	2388	403
434	1184	1114	1	2540	403
434	1184	1114	2	2541	403
434	1184	1114	3	2542	403
434	1184	1114	4	2543	403
434	1184	1114	5	2544	403
1996	1083	1083	1	1110	403
1996	1083	1083	2	1111	403
1996	1083	1083	3	1108	403
1996	1083	1083	4	1113	403
1996	1083	1083	5	1112	403
2000	1266	1266	1	1552	403
2000	1266	1266	2	1553	403
2000	1266	1266	3	1550	403
2000	1266	1266	4	1555	403
2000	1266	1266	5	1554	403
1982	1186	1186	1	1332	403
1982	1186	1186	2	1333	403
1982	1186	1186	3	1330	403
1982	1186	1186	4	1335	403
1982	1186	1186	5	1334	403
1984	829	829	1	1222	403
1984	829	829	2	1223	403
1984	829	829	3	1220	403
1984	829	829	4	1225	403
1984	829	829	5	1224	403
1974	869	869	1	1203	403
1974	869	869	2	1204	403
1974	869	869	3	1201	403
1974	869	869	4	1206	403
1974	869	869	5	1205	403
1988	1700	1700	1	1754	403
1988	1700	1700	2	1755	403
1988	1700	1700	3	1752	403
1988	1700	1700	4	1757	403
1988	1700	1700	5	1756	403
424	16	16	1	58	403
424	16	16	2	1694	403
424	16	16	3	91	403
424	16	16	4	1695	403
424	16	16	5	59	403
423	1560	1560	1	1786	403
423	1560	1560	2	1788	403
423	1560	1560	3	1784	403
423	1560	1560	4	1789	403
423	1560	1560	5	1787	403
2002	1562	1562	1	1806	403
2002	1562	1562	2	1808	403
2002	1562	1562	3	1804	403
2002	1562	1562	4	1809	403
2002	1562	1562	5	1807	403
2095	25	25	1	2314	403
2095	25	25	2	2315	403
2095	25	25	3	98	403
2095	25	25	4	2317	403
2095	25	25	5	2318	403
2097	1042	1042	1	2326	403
2097	1042	1042	2	2327	403
2097	1042	1042	3	1054	403
2097	1042	1042	4	2329	403
2097	1042	1042	5	2330	403
2099	790	790	1	902	403
2099	790	790	2	904	403
2099	790	790	3	900	403
2099	790	790	4	905	403
2099	790	790	5	903	403
2233	703	703	1	568	403
2233	703	703	2	570	403
2233	703	703	3	566	403
2233	703	703	4	571	403
2233	703	703	5	569	403
2234	704	704	1	813	403
2234	704	704	2	815	403
2234	704	704	3	811	403
2234	704	704	4	816	403
2234	704	704	5	814	403
397	2277	2277	1	1072	403
397	2277	2277	2	1074	403
397	2277	2277	3	1070	403
397	2277	2277	4	1075	403
397	2277	2277	5	1073	403
2994	2249	2249	1	2990	403
2994	2249	2249	2	2992	403
2994	2249	2249	3	2988	403
2994	2249	2249	4	2993	403
2994	2249	2249	5	2991	403
2968	2950	2950	1	2974	403
2968	2950	2950	2	2976	403
2968	2950	2950	3	2972	403
2968	2950	2950	4	2977	403
2968	2950	2950	5	2975	403
427	1042	1042	1	1054	405
431	18	18	1	92	405
435	1082	1082	1	1093	405
1971	700	700	1	620	405
1971	701	701	1	670	405
1971	700	701	1	1120	405
1971	701	700	1	1130	405
1975	869	869	1	1201	405
1977	21	21	1	94	405
1977	23	23	1	96	405
1977	20	20	1	410	405
1977	21	23	1	532	405
1977	21	20	1	1862	405
1977	23	21	1	533	405
1977	23	20	1	15	405
1977	20	21	1	1868	405
1977	20	23	1	416	405
1983	1186	1186	1	1330	405
1985	829	829	1	1220	405
1987	19	19	1	93	405
1990	26	26	1	607	405
1992	30	30	1	649	405
1995	25	25	1	98	405
1997	1083	1083	1	1108	405
1999	1184	1184	1	1320	405
2001	1266	1266	1	1550	405
2040	1114	1114	1	2060	405
