car_shop_db	public	manufacture_id_seq	bigint	64	2	0				
car_shop_db	public	vehicle_type_id_seq	bigint	64	2	0				
car_shop_db	public	model_id_seq	bigint	64	2	0				
car_shop_db	public	auto_id_seq	bigint	64	2	0				
car_shop_db	public	auto_model_id_seq	bigint	64	2	0				
car_shop_db	public	users_id_seq	bigint	64	2	0				
car_shop_db	public	engine_id_seq	bigint	64	2	0				
car_shop_db	public	auto_engine_id_seq	bigint	64	2	0				
car_shop_db	public	client_id_seq	bigint	64	2	0				
car_shop_db	public	order_id_seq	bigint	64	2	0				
car_shop_db	public	order_auto_id_seq	bigint	64	2	0				
car_shop_db	public	order_client_id_seq	bigint	64	2	0				
car_shop_db	public	order_user_id_seq	bigint	64	2	0				
