car_shop_db	information_schema	constraint_column_usage	VIEW						NO	NO	
car_shop_db	pg_catalog	pg_user_mappings	VIEW						NO	NO	
car_shop_db	pg_catalog	pg_cast	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_user_mapping	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_enum	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_namespace	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_attribute	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_proc	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_class	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_attrdef	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_constraint	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_inherits	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_index	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_operator	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_opfamily	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_opclass	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_am	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_amop	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_amproc	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_language	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_largeobject	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_aggregate	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_rewrite	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_trigger	BASE TABLE						YES	NO	
car_shop_db	information_schema	column_privileges	VIEW						NO	NO	
car_shop_db	pg_catalog	pg_conversion	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_depend	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_tablespace	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_pltemplate	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_shdepend	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_shdescription	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_ts_config	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_ts_config_map	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_ts_dict	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_ts_parser	BASE TABLE						YES	NO	
