plpgsql	true	true	plpgsql_call_handler	plpgsql_validator	$libdir/plpgsql	
pltcl	true	true	pltcl_call_handler		$libdir/pltcl	
pltclu	false	false	pltclu_call_handler		$libdir/pltcl	
plperl	true	true	plperl_call_handler	plperl_validator	$libdir/plperl	
plperlu	false	false	plperl_call_handler	plperl_validator	$libdir/plperl	
plpythonu	false	false	plpython_call_handler		$libdir/plpython	
